text,key
all bacteriare <mask> than all mammals.,smaller
cows are <mask> than barns,smaller
butterfly is <mask> than bird,smaller
kitten is <mask> than breadbox,smaller
"at birth, pandis <mask> than mouse.",smaller
children are <mask> than cabinets,smaller
village is <mask> than country.,smaller
condo is <mask> than mansion,smaller
 spider is much <mask> than human,smaller
business class continentplane seat is usually <mask> than first class continentplane seat,smaller
electrons are <mask> than protons.,smaller
boat is <mask> than ship,smaller
broken balloon is lot <mask> than an unbroken one,smaller
postage stamp is <mask> than breadbox,smaller
children are <mask> than buildings,smaller
computers are lot <mask> than they.,smaller
fly is <mask> than butterfly,smaller
an index card is <mask> than sheet of paper,smaller
distant objects can seem to be <mask> than closer objects,smaller
hills are <mask> than mountains,smaller
closet is <mask> than room.,smaller
hat cannot be worn if it is <mask> than your head.,smaller
baby is <mask> than desk,smaller
cats are <mask> than giraffes,smaller
creek is <mask> than the ocean,smaller
cans are <mask> than barrels.,smaller
fleis <mask> than mouse.,smaller
mouse is <mask> than an owl.,smaller
the moon is <mask> than the earth.,smaller
wash cloth is <mask> than hand towel.,smaller
pencil is <mask> than breadbox,smaller
pool is <mask> than pond,smaller
babies are <mask> than their older siblings,smaller
picture is often <mask> than what it depicts,smaller
large girl is <mask> than building,smaller
 teddy bear is <mask> than an actual bear.,smaller
coffee cup is <mask> than breadbox,smaller
creek is <mask> than river.,smaller
humans are <mask> than continentplanes,smaller
something you find in box is something <mask> than the box.,smaller
credit card is <mask> than breadbox,smaller
washclothes are <mask> than hand towels.,smaller
wash cloths are <mask> than bath towels.,smaller
 ticket is <mask> than train.,smaller
rat is <mask> than cat,smaller
 an apartment is much <mask> than television studio.,smaller
river is <mask> than sea,smaller
there are things <mask> than the naked eye can see.,smaller
mini mall is <mask> than large mall,smaller
motorcycle is <mask> than car,smaller
shells are <mask> than dolphins,smaller
many lizards are <mask> than professional basketball player's foot.,smaller
women are usually <mask> than men,smaller
animals hearts are <mask> than the animal,smaller
rhode island is <mask> than new jersey.,smaller
 worms are much <mask> than birds,smaller
strip mall is <mask> than shopping center,smaller
 goat is <mask> than horse.,smaller
eggs are <mask> than chickens,smaller
chair is <mask> than house,smaller
cup is <mask> than house,smaller
snowflake is much <mask> than display cabinet,smaller
lolipops are <mask> than mouths,smaller
humans are <mask> than mountains,smaller
offspring can must be <mask> than their mother,smaller
pill is <mask> than breadbox,smaller
dog food is <mask> than dogs,smaller
 bones are almost always <mask> than dogs.,smaller
horseshoes are <mask> than horses,smaller
cats are <mask> than hippos,smaller
 grocery stores are usually lot <mask> than shopping centers,smaller
houses are <mask> than tidal waves.,smaller
some devices to help people hear are <mask> than tube of lipstick.,smaller
cigarette pack is much <mask> than football field,smaller
town is <mask> than city.,smaller
phone is <mask> than laptop,smaller
man is <mask> than baby,smaller
sock is <mask> than breadbox,smaller
vegetable garden is <mask> than field.,smaller
lakes are <mask> than seas,smaller
cpu chip is <mask> than breadbox,smaller
beetles are <mask> than babies,smaller
children begin life <mask> than they will grow to be,smaller
lake is <mask> than sea,smaller
rugs are <mask> than carpets,smaller
earth is <mask> than the sun.,smaller
books are <mask> than people.,smaller
apartments are usually <mask> than houses,smaller
 guitar is <mask> than harp,smaller
"another way to say ""building is <mask> than person"" is ""person is <mask> than building.""",smaller
slightly <mask> than dreadnought is folk guitar,smaller
kitchenette is <mask> than proper kitchen,smaller
planets are <mask> than stars.,smaller
an upright piano is <mask> than baby grand piano.,smaller
the atlantic ocean is <mask> than the pacific ocean.,smaller
liquor glass is usually <mask> than normal glass,smaller
<mask> than regular notebook,smaller
 book is <mask> than car.,smaller
hand towels are <mask> than bath towels.,smaller
baseball is <mask> than basketball.,smaller
tennis balls are <mask> than soccer balls.,smaller
distant objects appear <mask> than nearer objects of the same size,smaller
everything on the earth is <mask> than the earth,smaller
the earth is <mask> than star,smaller
the baby is <mask> than bear,smaller
most shellfish are <mask> than dolphins,smaller
an index card is <mask> than sheet of paper.,smaller
"if you cut something in half, each half is <mask> than the whole piece was.",smaller
young children are <mask> than adults.,smaller
seas are <mask> than oceans,smaller
distant objects appear <mask> than their real size to humans,smaller
planets are <mask> than stars,smaller
something you find in container is something <mask> than the container.,smaller
creek is <mask> than stream,smaller
children are <mask> than grown-ups.,smaller
eggs are <mask> than the animals that lay them.,smaller
pond is <mask> than lake,smaller
creek is <mask> than stream,smaller
the baby is <mask> than grandma,smaller
neighborhood is <mask> than town.,smaller
mini mall is <mask> than regular mall.,smaller
pools are <mask> than oceans,smaller
cats are <mask> than people.,smaller
difference between tub and farmland: tub is generally <mask> than farmland,smaller
babies are <mask> than grown-ups,smaller
dnis <mask> than breadbox,smaller
the average helicopter is <mask> than the average passenger jet.,smaller
something in box has to be <mask> than the box itself.,smaller
difference between thumb tack and doormat: thumb tack is much <mask> than doormat,smaller
pygmies are <mask> than other human races,smaller
people are <mask> than elephants,smaller
toys are generally <mask> than the things they resemble.,smaller
"electrons, protons and neutrons are <mask> than atoms.",smaller
spider is <mask> than humans,smaller
an orange is <mask> than football,smaller
clothing closet is <mask> than the room it is attached to,smaller
babies are <mask> than grown-ups.,smaller
glove is <mask> than breadbox,smaller
babies are <mask> than their mothers,smaller
ll of the other planets in the solar system are <mask> than jupiter,smaller
cars are <mask> than trucks.,smaller
children are <mask> than adults.,smaller
room is <mask> than building.,smaller
 cow is much <mask> than moon.,smaller
most birds are <mask> than eagles,smaller
wedge has one end <mask> than the other.,smaller
pills are <mask> than potatoes.,smaller
most fish are <mask> than dolphin,smaller
planets are <mask> than stars,smaller
stepladder is <mask> than regular ladder,smaller
mouse is <mask> than cat,smaller
violin is <mask> than viola,smaller
something you find in container is something <mask> than the container.,smaller
mouse is <mask> than breadbox,smaller
the moon is <mask> than the sun,smaller
boy is usually <mask> than full grown man,smaller
ants are <mask> than birds.,smaller
flies are little <mask> than pea,smaller
humans are <mask> than polar bears,smaller
creek is <mask> than stream,smaller
moon is <mask> than its planets,smaller
babies are <mask> than their mothers,smaller
dolphins are <mask> than whales,smaller
person is <mask> than boat,smaller
offspring must be <mask> than their mother,smaller
 cats are <mask> than dogs.,smaller
mice are <mask> than cats,smaller
coach class continentplane seat is usually <mask> than business class continentplane seat,smaller
distant objects appear <mask> than nearer objects of the same size.,smaller
dime is <mask> than quarter,smaller
dime is <mask> than nickel,smaller
cats are generally <mask> than dogs.,smaller
tennis balls are <mask> than footballs,smaller
child is <mask> than an adult,smaller
child is <mask> than teenager.,smaller
mice are <mask> than rabbits,smaller
all insects are <mask> than rabbit,smaller
books are <mask> than people,smaller
worms are <mask> than birds,smaller
rabbit is <mask> than human,smaller
teaspoon is <mask> than tablespoon.,smaller
things that are far away look <mask> than things that are close,smaller
uranus is <mask> than saturn.,smaller
town is <mask> than country.,smaller
an ant is <mask> than cat.,smaller
 butterfly is <mask> than an animal,smaller
an atom is <mask> than molecule,smaller
kittens are <mask> than windows,smaller
stools are <mask> than tables,smaller
an upright piano is <mask> than grand piano,smaller
cars are <mask> than trucks,smaller
shoe is <mask> than boat,smaller
creek is <mask> than stream,smaller
borough is <mask> than city,smaller
teaspoon is <mask> than tablespoon,smaller
toy car is generally <mask> than real car.,smaller
spiders are <mask> than humans.,smaller
brook is <mask> than creak,smaller
toy cars are <mask> than real cars.,smaller
babies are <mask> than their mothers.,smaller
 people are <mask> than cars.,smaller
boxes are <mask> than vending stands,smaller
mice are <mask> than people.,smaller
the average girl is <mask> than the average building.,smaller
rugs are <mask> than carpets.,smaller
the earth is <mask> than the universe,smaller
dogs are always <mask> than elephants.,smaller
all insects are <mask> than the moon,smaller
pebble is <mask> than boulder,smaller
pizzslices are usually <mask> than one fourth of the pizza,smaller
mouse is <mask> than cat.,smaller
baseball is <mask> than basketball,smaller
stool is <mask> than chair,smaller
mini mall is <mask> than large mall.,smaller
creek is <mask> than river.,smaller
lunch is <mask> than dinner,smaller
creek is <mask> than stream.,smaller
the pill is <mask> than person's mouth.,smaller
teaspoon is <mask> than tablespoon.,smaller
 all planets in the earth's solar system are <mask> than jupiter,smaller
butterfly is <mask> than bird.,smaller
cigarette pack is much <mask> than football field.,smaller
earth is <mask> than jupiter,smaller
local is <mask> than national.,smaller
toy cars are <mask> than real cars.,smaller
 cities are <mask> than states,smaller
coin is <mask> than the palm of an adult's hand.,smaller
earths polar diameter is <mask> than the equatorial diameter.,smaller
non-military submarines are usually much <mask> than military submarines,smaller
town is <mask> than city,smaller
village is <mask> than city.,smaller
molecules are <mask> than grizzly bears.,smaller
condo is <mask> than house,smaller
car is <mask> than garage,smaller
