,text,key
2726,"another way to say ""no insect is larger than the moon"" is ""all insects are larger than the moon""",larger
2727,polar bears are larger than penguins,larger
2728,giraffes are larger than humans,larger
2729,truck is larger than wheel,larger
2730, walk in closet is larger than table,larger
2731,twenty five is larger than twenty,larger
2732,tractor's rear tires are larger than it,larger
2733,no insect is larger than the moon.,larger
2734,sofas are larger than chairs.,larger
2735, strip mall is much larger than fitting room,larger
2736,ten is larger than three,larger
2737,eighteen is larger than eight,larger
2738,symphony hall is much larger than chess piece,larger
2739,penguins are larger than teddy bears,larger
2740,hundred is larger than thirty two,larger
2741,cruise ship is larger than tug boat,larger
2742,submarine is larger than breadbox,larger
2743,submarine is larger than torpedo,larger
2744,states are larger than cities,larger
2745,elephants are larger than cows,larger
2746,cows are larger than cats,larger
2747,bed sheets are larger than towels,larger
2748,the whole pizzis larger than one slice,larger
2749,most dinosaurs are much larger than children.,larger
2750,dogs are usually larger than radishes,larger
2751,elephants are larger than ladybugs,larger
2752,pitchfork is larger than fork,larger
2753,large container is larger than small container,larger
2754,space station is larger than gas station,larger
2755,dinosaurs are larger thsn frogs,larger
2756,jets are larger than trucks,larger
2757,continents are usually larger than countries,larger
2758,van is larger than car.,larger
2759,most buildings are much larger than lamps,larger
2760,traffic artery is much larger than string,larger
2761,dogs are larger than ants,larger
2762,lizards are larger than crickets,larger
2763,some bananas don't grow any larger than your thumb.,larger
2764,states are much larger than humans.,larger
2765, mario is larger than mushroom.,larger
2766,pencil is larger than its led,larger
2767,tumbler is larger than mug,larger
2768,elephants are larger than ants.,larger
2769,dolphins are larger than most fish,larger
2770,hampsters are larger than gerbils.,larger
2771,an continentplane propeller is larger than the propeller on beanie,larger
2772,world is larger than woman,larger
2773,supermarket is larger than grocer's shop.,larger
2774, an amusement park is much larger than person,larger
2775,jupiter is larger than earth,larger
2776,difference between seand boat: seis larger than boat.,larger
2777,the earth is larger than the moon.,larger
2778,oceans are much larger than humans.,larger
2779,some animals are much larger than fish.,larger
2780,trucks are larger than cars.,larger
2781,large things are larger than small things,larger
2782,soccer ball is larger than golf ball,larger
2783,pregnant woman is larger than non-pregnant woman,larger
2784,oceans are larger than seas,larger
2785,sharks are larger than mugs,larger
2786,the sun is larger than son,larger
2787, flight terminal is enormously larger than an egg.,larger
2788,the earth is larger than an continentport,larger
2789,men are larger than desks,larger
2790,an aeroplane is larger than bird,larger
2791,truck is larger than car.,larger
2792,tree is larger than leave,larger
2793,building is larger than person,larger
2794,continents are much larger than humans.,larger
2795,the internet is larger than humans can imagine.,larger
2796,cities are larger than towns,larger
2797,difference between theater and hair: one is much larger than the other,larger
2798,the world is larger than mountain,larger
2799,building is larger than table,larger
2800,truck is larger than car,larger
2801,cat is larger than bird,larger
2802,the sun is larger than grapefruit,larger
2803,difference between machine and star: stars are larger than any machine,larger
2804,boat is larger than breadbox,larger
2805,tennis balls are larger than golf balls but larger than footballs.,larger
2806,well is larger than bucket,larger
2807,the earth is larger than the ocean,larger
2808,the earth is larger than anything on it.,larger
2809,7 alram fire is larger than 4 alarm fire.,larger
2810,the earth is larger than desert,larger
2811,pillowcase is larger than toothbrush head,larger
2812,sharks are larger than children,larger
2813,most homes are much larger than humans.,larger
2814,cities are much larger than humans.,larger
2815,cat is larger than pear,larger
2816,the sun is larger than  mountain,larger
2817,bears are larger than frogs,larger
2818,small problems look larger than they really are when your tired.,larger
2819,trucks is larger than cat,larger
2820,large trucks are larger than breadbox,larger
2821,mice are larger than flies,larger
2822,continents are larger than countries.,larger
2823,mountains are larger than molehills.,larger
2824,the atlantic ocean is larger than any lake or river.,larger
2825,an ostrich's eyes are larger than its brain,larger
2826,continents are larger than countries,larger
2827,desk is larger than breadbox,larger
2828,truck is larger than car.,larger
2829,predators are larger than prey.,larger
2830,concert piano is larger than regular piano,larger
2831,liter is larger than cup,larger
2832,the world is larger than car,larger
2833,jupiter is larger than all the other planets combined,larger
2834,an office building is larger than breadbox,larger
2835,dogs are larger than rats,larger
2836,sharks are larger than shellfish,larger
2837,guns can be larger than people.,larger
2838,stars are larger than planets,larger
2839,ship is larger than truck.,larger
2840,large dog is larger than child,larger
2841,hemispheres are larger than continents,larger
2842,horses are larger than people.,larger
2843,cities are larger than towns.,larger
2844,some stores are larger than others.,larger
2845, pillowcase is larger than toothbrush head,larger
2846,gallon is larger than cup,larger
2847,adults are larger than towels,larger
2848,jupiter is larger than earth.,larger
2849,continents are much larger than humans,larger
2850,couches are larger than chairs,larger
2851, mammals are much larger than goldfish,larger
2852,small car is larger than large bicycle.,larger
2853,tubas are larger than flutes.,larger
2854,the sun is larger than the biggest goldfish.,larger
2855,tennis balls are larger than grapes,larger
2856,the container is larger than the things in it,larger
2857,the earth is larger than volcano.,larger
2858,an owl is larger than mouse,larger
2859,countries are larger than states.,larger
2860,oceans are much larger than humans,larger
2861,states are much larger than humans,larger
2862,babies are larger than phones,larger
2863,hampsters are larger than gerbils,larger
2864,building is larger than person.,larger
2865,dolphins are larger than dogs,larger
2866,the sun is much larger than the earth,larger
2867,the milky way is larger than the sun,larger
2868,the atlantic ocean is larger than any lake or river,larger
2869,real people are much larger than dolls,larger
2870,humans are larger than dogs,larger
2871,boats are larger than shoes,larger
2872,mountains are larger than molehills,larger
2873,cinemscreens are larger than tv screens,larger
2874,elephants are larger than dogs.,larger
2875,people are larger than chickens,larger
2876,basketball is larger than baseball,larger
2877,lunch is larger than breakfast,larger
2878,rooms are larger than what is inside of them.,larger
2879, captain is larger than picnic basket,larger
2880,person wants identification with cause larger than himself,larger
2881,states are larger than cities,larger
2882,dolphins are larger than most fish.,larger
2883,some stores are larger than others,larger
2884,an aeroplane is larger than bird.,larger
2885,real cars are much larger than toy cars.,larger
2886,raindrops are larger than atoms,larger
2887,ship is larger than truck,larger
2888,my head is larger than my nose,larger
2889,tree is larger than branch ,larger
2890,bagel is smaller than loaf of bread,smaller
2891,fork is smaller than space station,smaller
2892,anything on the earth is smaller than the earth.,smaller
2893,boats are smaller than cruises.,smaller
2894,all bacteriare smaller than all mammals.,smaller
2895,cows are smaller than barns,smaller
2896,butterfly is smaller than bird,smaller
2897,kitten is smaller than breadbox,smaller
2898,"at birth, pandis smaller than mouse.",smaller
2899,children are smaller than cabinets,smaller
2900,village is smaller than country.,smaller
2901,condo is smaller than mansion,smaller
2902, spider is much smaller than human,smaller
2903,business class continentplane seat is usually smaller than first class continentplane seat,smaller
2904,electrons are smaller than protons.,smaller
2905,boat is smaller than ship,smaller
2906,broken balloon is lot smaller than an unbroken one,smaller
2907,postage stamp is smaller than breadbox,smaller
2908,children are smaller than buildings,smaller
2909,computers are lot smaller than they.,smaller
2910,fly is smaller than butterfly,smaller
2911,an index card is smaller than sheet of paper,smaller
2912,distant objects can seem to be smaller than closer objects,smaller
2913,hills are smaller than mountains,smaller
2914,closet is smaller than room.,smaller
2915,hat cannot be worn if it is smaller than your head.,smaller
2916,baby is smaller than desk,smaller
2917,cats are smaller than giraffes,smaller
2918,creek is smaller than the ocean,smaller
2919,cans are smaller than barrels.,smaller
2920,fleis smaller than mouse.,smaller
2921,mouse is smaller than an owl.,smaller
2922,the moon is smaller than the earth.,smaller
2923,wash cloth is smaller than hand towel.,smaller
2924,pencil is smaller than breadbox,smaller
2925,pool is smaller than pond,smaller
2926,babies are smaller than their older siblings,smaller
2927,picture is often smaller than what it depicts,smaller
2928,large girl is smaller than building,smaller
2929, teddy bear is smaller than an actual bear.,smaller
2930,coffee cup is smaller than breadbox,smaller
2931,creek is smaller than river.,smaller
2932,humans are smaller than continentplanes,smaller
2933,something you find in box is something smaller than the box.,smaller
2934,credit card is smaller than breadbox,smaller
2935,washclothes are smaller than hand towels.,smaller
2936,wash cloths are smaller than bath towels.,smaller
2937, ticket is smaller than train.,smaller
2938,rat is smaller than cat,smaller
2939, an apartment is much smaller than television studio.,smaller
2940,river is smaller than sea,smaller
2941,there are things smaller than the naked eye can see.,smaller
2942,mini mall is smaller than large mall,smaller
2943,motorcycle is smaller than car,smaller
2944,shells are smaller than dolphins,smaller
2945,many lizards are smaller than professional basketball player's foot.,smaller
2946,women are usually smaller than men,smaller
2947,animals hearts are smaller than the animal,smaller
2948,rhode island is smaller than new jersey.,smaller
2949, worms are much smaller than birds,smaller
2950,strip mall is smaller than shopping center,smaller
2951, goat is smaller than horse.,smaller
2952,eggs are smaller than chickens,smaller
2953,chair is smaller than house,smaller
2954,cup is smaller than house,smaller
2955,snowflake is much smaller than display cabinet,smaller
2956,lolipops are smaller than mouths,smaller
2957,humans are smaller than mountains,smaller
2958,offspring can must be smaller than their mother,smaller
2959,pill is smaller than breadbox,smaller
2960,dog food is smaller than dogs,smaller
2961, bones are almost always smaller than dogs.,smaller
2962,horseshoes are smaller than horses,smaller
2963,cats are smaller than hippos,smaller
2964, grocery stores are usually lot smaller than shopping centers,smaller
2965,houses are smaller than tidal waves.,smaller
2966,some devices to help people hear are smaller than tube of lipstick.,smaller
2967,cigarette pack is much smaller than football field,smaller
2968,town is smaller than city.,smaller
2969,phone is smaller than laptop,smaller
2970,man is smaller than baby,smaller
2971,sock is smaller than breadbox,smaller
2972,vegetable garden is smaller than field.,smaller
2973,lakes are smaller than seas,smaller
2974,cpu chip is smaller than breadbox,smaller
2975,beetles are smaller than babies,smaller
2976,children begin life smaller than they will grow to be,smaller
2977,lake is smaller than sea,smaller
2978,rugs are smaller than carpets,smaller
2979,earth is smaller than the sun.,smaller
2980,books are smaller than people.,smaller
2981,apartments are usually smaller than houses,smaller
2982, guitar is smaller than harp,smaller
2983,"another way to say ""building is smaller than person"" is ""person is smaller than building.""",smaller
2984,slightly smaller than dreadnought is folk guitar,smaller
2985,kitchenette is smaller than proper kitchen,smaller
2986,planets are smaller than stars.,smaller
2987,an upright piano is smaller than baby grand piano.,smaller
2988,the atlantic ocean is smaller than the pacific ocean.,smaller
2989,liquor glass is usually smaller than normal glass,smaller
2990,smaller than regular notebook,smaller
2991, book is smaller than car.,smaller
2992,hand towels are smaller than bath towels.,smaller
2993,baseball is smaller than basketball.,smaller
2994,tennis balls are smaller than soccer balls.,smaller
2995,distant objects appear smaller than nearer objects of the same size,smaller
2996,everything on the earth is smaller than the earth,smaller
2997,the earth is smaller than star,smaller
2998,the baby is smaller than bear,smaller
2999,most shellfish are smaller than dolphins,smaller
3000,an index card is smaller than sheet of paper.,smaller
3001,"if you cut something in half, each half is smaller than the whole piece was.",smaller
3002,young children are smaller than adults.,smaller
3003,seas are smaller than oceans,smaller
3004,distant objects appear smaller than their real size to humans,smaller
3005,planets are smaller than stars,smaller
3006,something you find in container is something smaller than the container.,smaller
3007,creek is smaller than stream,smaller
3008,children are smaller than grown-ups.,smaller
3009,eggs are smaller than the animals that lay them.,smaller
3010,pond is smaller than lake,smaller
3011,creek is smaller than stream,smaller
3012,the baby is smaller than grandma,smaller
3013,neighborhood is smaller than town.,smaller
3014,mini mall is smaller than regular mall.,smaller
3015,pools are smaller than oceans,smaller
3016,cats are smaller than people.,smaller
3017,difference between tub and farmland: tub is generally smaller than farmland,smaller
3018,babies are smaller than grown-ups,smaller
3019,dnis smaller than breadbox,smaller
3020,the average helicopter is smaller than the average passenger jet.,smaller
3021,something in box has to be smaller than the box itself.,smaller
3022,difference between thumb tack and doormat: thumb tack is much smaller than doormat,smaller
3023,pygmies are smaller than other human races,smaller
3024,people are smaller than elephants,smaller
3025,toys are generally smaller than the things they resemble.,smaller
3026,"electrons, protons and neutrons are smaller than atoms.",smaller
3027,spider is smaller than humans,smaller
3028,an orange is smaller than football,smaller
3029,clothing closet is smaller than the room it is attached to,smaller
3030,babies are smaller than grown-ups.,smaller
3031,glove is smaller than breadbox,smaller
3032,babies are smaller than their mothers,smaller
3033,ll of the other planets in the solar system are smaller than jupiter,smaller
3034,cars are smaller than trucks.,smaller
3035,children are smaller than adults.,smaller
3036,room is smaller than building.,smaller
3037, cow is much smaller than moon.,smaller
3038,most birds are smaller than eagles,smaller
3039,wedge has one end smaller than the other.,smaller
3040,pills are smaller than potatoes.,smaller
3041,most fish are smaller than dolphin,smaller
3042,planets are smaller than stars,smaller
3043,stepladder is smaller than regular ladder,smaller
3044,mouse is smaller than cat,smaller
3045,violin is smaller than viola,smaller
3046,something you find in container is something smaller than the container.,smaller
3047,mouse is smaller than breadbox,smaller
3048,the moon is smaller than the sun,smaller
3049,boy is usually smaller than full grown man,smaller
3050,ants are smaller than birds.,smaller
3051,flies are little smaller than pea,smaller
3052,humans are smaller than polar bears,smaller
3053,creek is smaller than stream,smaller
3054,moon is smaller than its planets,smaller
3055,babies are smaller than their mothers,smaller
3056,dolphins are smaller than whales,smaller
3057,person is smaller than boat,smaller
3058,offspring must be smaller than their mother,smaller
3059, cats are smaller than dogs.,smaller
3060,mice are smaller than cats,smaller
3061,coach class continentplane seat is usually smaller than business class continentplane seat,smaller
3062,distant objects appear smaller than nearer objects of the same size.,smaller
3063,dime is smaller than quarter,smaller
3064,dime is smaller than nickel,smaller
3065,cats are generally smaller than dogs.,smaller
3066,tennis balls are smaller than footballs,smaller
3067,child is smaller than an adult,smaller
3068,child is smaller than teenager.,smaller
3069,mice are smaller than rabbits,smaller
3070,all insects are smaller than rabbit,smaller
3071,books are smaller than people,smaller
3072,worms are smaller than birds,smaller
3073,rabbit is smaller than human,smaller
3074,teaspoon is smaller than tablespoon.,smaller
3075,things that are far away look smaller than things that are close,smaller
3076,uranus is smaller than saturn.,smaller
3077,town is smaller than country.,smaller
3078,an ant is smaller than cat.,smaller
3079, butterfly is smaller than an animal,smaller
3080,an atom is smaller than molecule,smaller
3081,kittens are smaller than windows,smaller
3082,stools are smaller than tables,smaller
3083,an upright piano is smaller than grand piano,smaller
3084,cars are smaller than trucks,smaller
3085,shoe is smaller than boat,smaller
3086,creek is smaller than stream,smaller
3087,borough is smaller than city,smaller
3088,teaspoon is smaller than tablespoon,smaller
3089,toy car is generally smaller than real car.,smaller
3090,spiders are smaller than humans.,smaller
3091,brook is smaller than creak,smaller
3092,toy cars are smaller than real cars.,smaller
3093,babies are smaller than their mothers.,smaller
3094, people are smaller than cars.,smaller
3095,boxes are smaller than vending stands,smaller
3096,mice are smaller than people.,smaller
3097,the average girl is smaller than the average building.,smaller
3098,rugs are smaller than carpets.,smaller
3099,the earth is smaller than the universe,smaller
3100,dogs are always smaller than elephants.,smaller
3101,all insects are smaller than the moon,smaller
3102,pebble is smaller than boulder,smaller
3103,pizzslices are usually smaller than one fourth of the pizza,smaller
3104,mouse is smaller than cat.,smaller
3105,baseball is smaller than basketball,smaller
3106,stool is smaller than chair,smaller
3107,mini mall is smaller than large mall.,smaller
3108,creek is smaller than river.,smaller
3109,lunch is smaller than dinner,smaller
3110,creek is smaller than stream.,smaller
3111,the pill is smaller than person's mouth.,smaller
3112,teaspoon is smaller than tablespoon.,smaller
3113, all planets in the earth's solar system are smaller than jupiter,smaller
3114,butterfly is smaller than bird.,smaller
3115,cigarette pack is much smaller than football field.,smaller
3116,earth is smaller than jupiter,smaller
3117,local is smaller than national.,smaller
3118,toy cars are smaller than real cars.,smaller
3119, cities are smaller than states,smaller
3120,coin is smaller than the palm of an adult's hand.,smaller
3121,earths polar diameter is smaller than the equatorial diameter.,smaller
3122,non-military submarines are usually much smaller than military submarines,smaller
3123,town is smaller than city,smaller
3124,village is smaller than city.,smaller
3125,molecules are smaller than grizzly bears.,smaller
3126,condo is smaller than house,smaller
3127,car is smaller than garage,smaller
